Movie_Id,count,mean
124,169,2.2662721893491122
125,1729,3.3707345286292654
126,1184,3.201858108108108
127,3014,2.630391506303915
128,417,3.2158273381294964
129,756,2.1481481481481484
130,86,2.2325581395348837
131,705,2.6950354609929077
132,830,3.0746987951807228
133,2563,3.737807257120562
134,99,2.1313131313131315
135,384,4.138020833333333
136,120,2.975
137,204,2.392156862745098
138,6007,3.9422340602630266
139,96,2.5104166666666665
140,119,2.5294117647058822
141,126,2.9761904761904763
142,326,2.8098159509202456
143,38362,3.853031645899588
144,289,3.2006920415224913
145,455,3.074725274725275
146,366,2.420765027322404
147,131,2.16793893129771
148,22194,3.304947283049473
149,62,3.0161290322580645
150,265,2.883018867924528
151,176,1.9545454545454546
152,9162,3.9340755293604017
153,321,2.7476635514018692
154,158,2.9430379746835444
155,980,3.5969387755102042
156,8179,3.495170558748013
157,705,3.3787234042553194
158,374,2.657754010695187
159,164,3.932926829268293
160,899,3.007786429365962
161,649,3.8536209553158707
162,474,2.959915611814346
163,193,2.378238341968912
164,652,2.6273006134969323
165,4588,3.9169572798605055
166,9435,3.556332803391627
167,9151,4.0922303573379954
168,1353,3.242424242424242
169,335,3.388059701492537
170,215,3.181395348837209
171,6190,3.7424878836833604
172,322,3.127329192546584
173,2236,3.538908765652952
174,191,3.319371727748691
175,90450,4.003847429519071
176,210,3.2666666666666666
177,241,2.680497925311203
178,1931,3.372863801139306
179,286,2.458041958041958
180,2418,3.833746898263027
181,3558,2.6000562113546937
182,234,3.0811965811965814
183,163,3.0122699386503067
184,399,3.338345864661654
185,2297,3.0574662603395732
186,291,3.3780068728522337
187,20049,3.012170183051524
188,2549,2.7618673989799922
189,14137,3.346466718540001
190,104,2.0961538461538463
191,98720,3.932202188006483
192,275,3.2
193,121,2.975206611570248
194,646,3.134674922600619
195,185,3.2972972972972974
196,154,3.4675324675324677
197,81260,3.478931823775535
198,194,3.082474226804124
199,35509,3.8931820101945984
200,129,3.007751937984496
201,2724,3.4174008810572687
202,382,3.1047120418848166
203,96,3.15625
204,230,2.708695652173913
205,513,3.3021442495126707
206,1096,3.8585766423357666
207,258,2.86046511627907
208,2196,3.3588342440801457
209,4373,4.160759204207638
210,687,3.151382823871907
211,654,3.555045871559633
212,890,2.7786516853932586
213,3482,3.4709936817920735
214,124,2.9193548387096775
215,5817,4.062575210589651
216,8895,3.218212478920742
217,425,2.9529411764705884
218,115,3.226086956521739
219,111,2.6036036036036037
220,221,3.257918552036199
221,161,3.4347826086956523
222,99,2.606060606060606
223,24125,4.2111917098445595
224,1086,3.8314917127071824
225,7395,2.733739012846518
226,189,2.4444444444444446
227,1330,3.417293233082707
228,95,2.831578947368421
229,652,3.831288343558282
230,126,3.0952380952380953
231,768,2.9427083333333335
232,4976,3.182676848874598
233,418,3.2416267942583734
234,97,2.9690721649484537
235,442,3.024886877828054
236,125,2.32
237,348,3.3994252873563218
238,2335,3.6783725910064238
239,2190,3.7680365296803653
240,5184,3.9484953703703702
241,43122,4.157900839478688
242,2375,3.911157894736842
243,119,3.0252100840336134
244,105,3.8666666666666667
245,91,2.78021978021978
246,431,3.1160092807424595
247,653,3.0321592649310873
248,6161,3.6333387437104365
249,197,3.182741116751269
250,773,3.4385510996119018
251,1204,3.8803986710963456
252,24387,3.3904539303727397
253,5050,4.0679207920792075
254,190,2.042105263157895
255,4586,3.142389882250327
256,12264,3.440720808871494
257,27357,3.9115765617575025
258,164,2.951219512195122
259,876,3.220319634703196
260,205,3.15609756097561
261,526,3.6901140684410647
262,4378,3.7103700319780724
263,900,3.9844444444444442
264,134,2.888059701492537
265,308,3.25
266,126,3.0555555555555554
267,1162,3.6867469879518073
268,5545,3.7114517583408477
269,21467,3.7562770764429123
270,36431,4.289368944031183
271,478,3.1046025104602513
272,62,2.9193548387096775
273,32027,3.3624754113716553
274,774,2.7674418604651163
275,10603,3.633405639913232
276,115,2.0782608695652174
277,157,3.445859872611465
278,83,2.144578313253012
279,737,3.1696065128900948
280,539,3.352504638218924
281,3217,3.7550512900217594
282,393,3.6666666666666665
283,6376,3.706555834378921
284,97,2.2577319587628866
285,14008,3.3265990862364365
286,191,2.9162303664921465
287,250,3.572
288,1148,3.5470383275261326
289,4412,2.334768812330009
290,47651,3.584499800633775
291,108,2.2222222222222223
292,534,3.857677902621723
293,408,3.7598039215686274
294,462,3.1515151515151514
295,28954,3.314671547972646
296,116,2.913793103448276
297,1956,2.878834355828221
298,455,3.101098901098901
299,76944,3.7066437928883342
300,112,2.455357142857143
301,175,2.605714285714286
302,879,2.817974971558589
303,225,3.088888888888889
304,3427,3.768310475634666
305,12820,3.624414976599064
306,197,3.0558375634517767
307,122,3.4754098360655736
308,200,2.78
309,453,3.075055187637969
310,445,3.3617977528089886
311,24835,3.5778941010670424
312,65477,3.710127220245277
313,99812,3.689345970424398
314,514,3.414396887159533
315,109,3.293577981651376
316,2520,4.301984126984127
317,94,3.0
318,95,2.336842105263158
319,119,3.0252100840336134
320,124,2.814516129032258
321,144,2.7222222222222223
322,898,2.589086859688196
323,712,2.419943820224719
324,391,3.061381074168798
325,1121,4.19536128456735
326,165,3.290909090909091
327,178,3.1853932584269664
328,197,2.8984771573604062
329,66266,3.5878580267407116
330,27038,3.4609438567941417
331,47167,3.6220238726228082
332,149,2.2550335570469797
333,393,3.786259541984733
334,39875,3.55764263322884
335,149,2.1812080536912752
336,199,3.170854271356784
337,2293,2.972961186218927
338,1402,3.8894436519258204
339,553,3.7848101265822787
340,178,2.938202247191011
341,1862,3.0510204081632653
342,1358,3.703240058910162
343,92,3.1739130434782608
344,2604,3.697004608294931
345,4175,4.111377245508982
346,485,3.051546391752577
347,108,2.435185185185185
348,12739,3.4052908391553496
349,583,2.4682675814751285
350,1151,3.7958297132927887
351,129,2.937984496124031
352,119,2.563025210084034
353,20460,3.2548387096774194
354,142,2.2816901408450705
355,150,2.0
356,1870,3.068983957219251
357,77314,3.5123780945236307
358,3008,3.538896276595745
359,4580,4.1543668122270745
360,2231,2.393993724787091
361,35849,3.635833635526793
362,3936,2.513211382113821
363,1643,2.9543517954960437
364,123,2.934959349593496
365,260,3.2153846153846155
366,350,3.4971428571428573
367,12437,3.139663906086677
368,1395,3.411469534050179
369,962,2.860706860706861
370,484,3.1095041322314048
371,2004,3.874251497005988
372,148,2.391891891891892
373,85,2.776470588235294
374,243,3.3292181069958846
375,2064,3.0266472868217056
376,193,3.4248704663212437
377,112,2.5357142857142856
378,8185,2.83787416004887
379,158,2.632911392405063
380,529,3.0926275992438566
381,6660,3.392042042042042
382,158,3.0822784810126582
383,223,2.7443946188340806
384,1438,3.737134909596662
385,9368,3.6277754056362084
386,1469,2.949625595643295
387,588,3.5153061224489797
388,217,2.3225806451612905
389,391,3.112531969309463
390,5242,2.6905761159862647
391,572,3.5384615384615383
392,60,3.2333333333333334
393,11893,3.3227949213823256
394,1617,3.5720470006184293
395,1822,3.9879253567508233
396,204,3.1029411764705883
397,748,3.929144385026738
398,3565,2.7483870967741937
399,125,2.336
400,3693,3.8326563769293256
401,3246,3.6346272335181764
402,122,3.2459016393442623
403,440,3.090909090909091
404,458,2.4912663755458517
405,7121,3.7515798342929365
406,48617,3.7627578830450252
407,219,2.680365296803653
408,2821,3.4055299539170507
409,447,3.548098434004474
410,1009,3.904856293359762
411,203,2.916256157635468
412,320,3.125
413,29909,3.4105787555585274
414,1428,2.936974789915966
415,126,1.7619047619047619
416,11256,2.987562189054726
417,1465,3.9310580204778156
418,2061,2.7273168364871423
419,601,3.906821963394343
420,4495,3.7134593993325917
421,987,4.043566362715299
422,5498,3.395416515096399
423,296,2.983108108108108
424,14120,3.5564447592067987
425,4532,3.6699029126213594
426,4217,3.246857955892815
427,2681,2.8690787019768744
428,115,2.8347826086956522
429,1219,3.3617719442165708
430,1546,4.047865459249676
431,3449,3.5421861409104087
432,2714,3.98894620486367
433,10043,3.5554117295628798
434,138,3.4782608695652173
435,343,2.8658892128279883
436,3485,3.8146341463414632
437,165,3.272727272727273
438,3712,3.030980603448276
439,688,3.2165697674418605
440,107,2.925233644859813
441,340,3.7705882352941176
442,25292,3.9341293689704253
443,36515,3.973709434478981
444,90,3.1666666666666665
445,7534,3.539686753384656
446,719,2.8372739916550764
447,91,3.4175824175824174
448,189,3.201058201058201
449,90,2.988888888888889
450,137,3.3503649635036497
451,1112,4.16546762589928
452,2430,2.894238683127572
453,426,3.5492957746478875
454,1833,3.933442444080742
455,784,3.788265306122449
456,2450,3.6787755102040816
457,116762,3.8743855021325433
458,355,3.546478873239437
459,7271,3.4776509420987485
460,344,2.1947674418604652
461,544,3.46875
462,778,4.038560411311054
463,2286,4.092738407699038
464,82,2.7560975609756095
465,100,2.92
466,362,3.748618784530387
467,1055,3.56303317535545
468,60415,3.517040470081933
469,105,2.780952380952381
470,579,2.4455958549222796
471,4500,4.0713333333333335
472,515,3.058252427184466
473,23602,4.03342937039234
474,3035,3.59835255354201
475,1041,3.0019212295869355
476,2027,4.132708436112481
477,2241,3.963855421686747
478,431,3.2598607888631093
479,1772,3.871331828442438
480,359,2.573816155988858
481,376,3.103723404255319
482,56504,3.7875548633725047
483,90010,3.45150538829019
484,232,3.5172413793103448
485,1326,3.5610859728506785
486,3900,3.6507692307692308
487,277,3.707581227436823
488,3247,3.6581459809054513
489,4826,3.5524243680066308
490,873,2.8717067583046965
491,288,3.3680555555555554
492,1723,2.9611143354614047
493,106,2.6037735849056602
494,27601,4.001485453425601
495,539,3.098330241187384
496,235,3.7106382978723405
497,575,3.4782608695652173
498,282,4.067375886524823
499,5788,3.0449205252246028
500,532,3.6353383458646618
501,15179,3.8006456288293036
502,1577,3.7013316423589093
503,251,3.6175298804780875
504,2343,4.061032863849765
505,2375,3.1397894736842105
506,157,2.7961783439490446
507,1309,3.6042780748663104
508,194,2.9896907216494846
509,186,2.467741935483871
510,184,3.239130434782609
511,1713,2.777583187390543
512,297,2.8316498316498318
513,424,2.0919811320754715
514,867,3.8062283737024223
515,132,1.2878787878787878
516,20181,3.7813289727961945
517,6567,3.478148317344297
518,2268,3.8037918871252203
519,341,3.7360703812316713
520,175,3.874285714285714
521,132,2.7045454545454546
522,320,3.303125
523,294,3.0340136054421767
524,6136,3.276401564537158
525,145,2.0344827586206895
526,581,2.9139414802065406
527,271,2.2767527675276753
528,28454,2.9830955225978775
529,489,3.3640081799591
530,156,2.4294871794871793
531,406,3.1379310344827585
532,1057,3.2800378429517503
533,5915,3.1198647506339814
534,5317,3.2061312770359227
535,6110,3.4851063829787234
536,416,2.8173076923076925
537,187,3.5026737967914436
538,202,2.737623762376238
539,228,3.8464912280701755
540,162,3.3950617283950617
541,104,2.4711538461538463
542,171,1.8830409356725146
543,1209,3.259718775847808
544,153,3.65359477124183
545,338,3.4792899408284024
546,156,2.6025641025641026
547,599,3.1969949916527547
548,7739,3.0071068613515957
549,72,2.638888888888889
550,33797,3.458650176051129
551,14822,3.2756038321414116
552,730,3.0136986301369864
553,599,3.1752921535893157
554,5890,3.2443123938879457
555,1050,4.008571428571429
556,629,2.9602543720190777
557,173,2.5260115606936417
558,577,3.266897746967071
559,115,3.5478260869565217
560,1706,4.191676436107855
561,2800,3.940714285714286
562,86,2.372093023255814
563,10846,3.496496404204315
564,10825,3.1957505773672055
565,132,3.25
566,651,3.0798771121351765
567,180,2.8222222222222224
568,184,2.9565217391304346
569,4350,3.4811494252873563
570,262,2.9160305343511452
571,154832,3.9625852536943267
572,560,3.244642857142857
573,204,3.2941176470588234
574,108,3.185185185185185
575,2122,4.053722902921772
576,647,3.839258114374034
577,2094,4.193409742120344
578,234,2.405982905982906
579,2047,3.9838788470933073
580,8265,3.0756200846944948
581,84,3.3095238095238093
582,2213,3.0140081337550835
583,155,3.303225806451613
584,1008,3.058531746031746
585,1983,3.8144225920322743
586,2336,3.3184931506849313
587,528,3.768939393939394
588,2053,3.4481246955674623
589,599,2.347245409015025
590,177,3.3954802259887007
591,514,2.8910505836575875
592,137,2.0
593,92,2.7282608695652173
594,294,2.561224489795918
595,1622,4.167077681874229
596,1161,2.9732988802756246
597,216,2.4583333333333335
598,247,3.360323886639676
599,9746,3.502565154935358
600,2910,3.216151202749141
601,406,3.3201970443349755
602,1192,2.8129194630872485
603,401,3.576059850374065
604,115,3.3130434782608695
605,238,2.8907563025210083
606,844,3.343601895734597
607,100248,3.543282659005666
608,68,2.411764705882353
609,770,3.761038961038961
610,104,2.519230769230769
611,146,2.0342465753424657
612,254,3.0551181102362204
613,580,3.168965517241379
614,142,3.084507042253521
615,13788,3.495503336234407
616,114,3.324561403508772
617,795,3.828930817610063
618,361,2.6121883656509697
619,266,3.8646616541353382
620,670,3.565671641791045
621,8552,3.9349859681945745
622,347,2.9769452449567724
623,239,3.0376569037656904
624,1094,3.2522851919561244
625,596,1.50503355704698
626,297,3.65993265993266
627,98,2.9591836734693877
628,664,3.51355421686747
629,11816,3.572698036560596
630,245,2.63265306122449
631,8299,3.6597180383178696
632,728,2.9793956043956045
633,421,3.218527315914489
634,1532,4.150783289817232
635,141,2.645390070921986
636,13719,3.497849697499818
637,696,3.4985632183908044
638,4165,3.5402160864345738
639,191,3.094240837696335
640,437,3.1441647597254003
641,1199,3.653044203502919
642,1236,3.720064724919094
643,3280,3.145731707317073
644,302,2.993377483443709
645,8685,3.942084052964882
646,4035,3.872118959107807
647,691,3.4370477568740956
648,170,3.5
649,80,3.0125
650,439,2.6765375854214124
651,144,2.9375
652,5129,3.3201403782413728
653,136,2.610294117647059
654,85,2.5647058823529414
655,817,3.511627906976744
656,119,2.7394957983193278
657,1930,4.045077720207254
658,44001,3.6329174336946886
659,2989,2.750418200066912
660,20801,3.7778472188837076
661,3441,3.2542865446091254
662,11409,3.589008677359979
663,811,4.172626387176326
664,357,2.3417366946778713
665,207,2.6956521739130435
666,351,3.245014245014245
667,1104,3.7916666666666665
668,6364,3.8730358265241986
669,79,2.3797468354430378
670,7567,3.5124884366327476
671,478,3.217573221757322
672,4446,3.072649572649573
673,1332,3.8168168168168166
674,7637,3.383134738771769
675,179,3.201117318435754
676,2388,3.079145728643216
677,6351,3.7411431270666036
678,282,3.3333333333333335
679,88,3.0568181818181817
680,2697,2.9618094178717094
681,4086,3.493881546744983
682,4766,3.7444397817876625
683,138,2.9347826086956523
684,174,2.6091954022988504
685,1063,3.3960489181561617
686,14669,3.070011589065376
687,133,3.037593984962406
688,324,3.1728395061728394
689,8694,3.4156889809063724
690,929,3.976318622174381
691,188,2.9893617021276597
692,32828,3.5095954672840257
693,2406,3.0552784704904408
694,885,3.759322033898305
695,166,2.8433734939759034
696,7094,3.4306456160135324
697,209,3.287081339712919
698,79,2.4936708860759493
699,359,3.83008356545961
700,4684,3.6125106746370625
701,322,1.9161490683229814
702,209,2.9282296650717705
703,194,3.7061855670103094
704,162,3.037037037037037
705,38680,3.6400465356773526
706,667,3.527736131934033
707,2276,3.507908611599297
708,72381,3.387546455561542
709,363,3.743801652892562
710,257,4.143968871595331
711,14759,3.6139304830950607
712,898,4.132516703786192
713,130,3.0692307692307694
714,76,2.1710526315789473
715,503,3.667992047713718
716,102,3.235294117647059
717,1951,2.893900563813429
718,1747,3.3239839725243274
719,814,2.993857493857494
720,26718,3.84381315966764
721,343,2.4839650145772594
722,5955,4.094542401343409
723,14038,2.9943724177233224
724,1223,4.40801308258381
725,5132,3.628799688230709
726,168,2.142857142857143
727,133,2.706766917293233
728,182,2.967032967032967
729,214,2.4205607476635516
730,4468,3.8390778871978513
731,1994,2.5461384152457374
732,2563,3.2251268045259462
733,2686,3.4058078927773643
734,6715,3.8300819061801934
735,197,3.1269035532994924
736,315,2.1587301587301586
737,107,3.3271028037383177
738,590,2.7711864406779663
739,938,2.7292110874200426
740,126,2.8015873015873014
741,419,3.4009546539379474
742,215,2.841860465116279
743,459,3.1982570806100217
744,106,2.8773584905660377
745,113,2.2920353982300883
746,24127,3.5250549177270276
747,104,3.7403846153846154
748,3637,3.7415452295848226
749,3305,2.2354009077155825
750,2071,3.522935779816514
751,9560,3.1893305439330546
752,8669,4.254008536163341
753,159,3.9748427672955975
754,2036,3.1969548133595285
755,1008,3.5009920634920637
756,87,2.5632183908045976
757,124,3.129032258064516
758,104362,3.514344301565704
759,16856,3.198860939724727
760,9312,3.8628651202749142
761,2063,2.66020358700921
762,2335,3.982869379014989
763,11917,3.4907275320970044
764,654,3.7370030581039755
765,217,2.52073732718894
766,405,3.0592592592592593
767,314,3.245222929936306
768,659,3.2822458270106223
769,111,3.27027027027027
770,168,3.1607142857142856
771,388,3.1056701030927836
772,69,2.6666666666666665
773,532,2.911654135338346
774,2475,4.249292929292929
775,478,3.5502092050209204
776,1356,2.9734513274336285
777,612,3.7859477124183005
778,126,3.9047619047619047
779,427,2.5175644028103044
780,397,3.831234256926952
781,741,3.5816464237516867
782,95,2.442105263157895
783,1203,3.365752285951787
784,224,3.5267857142857144
785,387,3.1550387596899223
786,508,3.375984251968504
787,82,2.5
788,58527,3.764570198369983
789,31537,3.7942099755842342
790,365,2.8
791,388,3.5283505154639174
792,120,2.8583333333333334
793,207,3.4927536231884058
794,809,3.11619283065513
795,211,3.1421800947867298
796,449,2.939866369710468
797,320,3.090625
798,81278,3.8860085139890255
799,1104,4.066123188405797
800,154,2.3766233766233764
801,158,2.6582278481012658
802,100,3.35
803,363,2.369146005509642
804,609,3.8472906403940885
805,296,3.7905405405405403
806,996,3.4899598393574296
807,3061,3.584449526298595
808,3713,3.2396983571236198
809,3888,3.5455246913580245
810,105,2.980952380952381
811,11548,2.9771388985105647
812,122,3.221311475409836
813,142,3.2746478873239435
814,429,3.386946386946387
815,239,3.1338912133891212
816,101,3.5247524752475248
817,4850,3.5470103092783507
818,14384,3.473859844271413
819,15786,3.137780311668567
820,45,1.9555555555555555
821,119,2.7058823529411766
822,3812,4.072402938090241
823,277,3.148014440433213
824,938,3.781449893390192
825,5872,4.1091621253406
826,172,3.13953488372093
827,167,2.964071856287425
828,217,3.0046082949308754
829,9092,3.1873075230972283
830,133,2.857142857142857
831,19563,3.2011961355620304
832,3494,3.785346307956497
833,8378,3.516949152542373
834,372,2.728494623655914
835,637,3.17425431711146
836,791,3.5486725663716814
837,1244,3.9340836012861735
838,598,2.5066889632107023
839,917,4.115594329334788
840,3556,3.8233970753655795
841,150,2.96
842,579,3.457685664939551
843,11401,3.714586439785984
844,180,2.861111111111111
845,236,3.6271186440677967
846,3598,2.685658699277376
847,245,3.7346938775510203
848,369,3.046070460704607
849,1527,3.264571054354944
850,2095,3.42291169451074
851,25100,3.8919123505976096
852,569,2.9964850615114234
853,465,2.8236559139784947
854,157,2.1656050955414012
855,457,2.450765864332604
856,385,2.581818181818182
857,1487,3.722932078009415
858,552,3.217391304347826
859,11076,3.4597327555074036
860,129,2.627906976744186
861,573,3.945898778359511
862,19351,3.4981137925688595
863,295,3.545762711864407
864,213,2.708920187793427
865,255,3.772549019607843
866,825,3.3806060606060604
867,135,2.8962962962962964
868,636,3.4764150943396226
869,113,3.088495575221239
870,137,2.3576642335766422
871,1420,3.9880281690140844
872,31691,4.199615032659114
873,1231,2.744922826969943
874,102,3.4215686274509802
875,196,3.1122448979591835
876,186,3.5161290322580645
877,439,3.5125284738041
878,92,2.4456521739130435
879,458,2.8820960698689957
880,1671,3.9323758228605628
881,1132,3.110424028268551
882,82,2.841463414634146
883,4536,3.5652557319223988
884,95,2.8526315789473684
885,462,3.294372294372294
886,108606,4.18601182255124
887,241,3.107883817427386
888,109,2.614678899082569
889,2914,4.052848318462594
890,358,3.17877094972067
891,287,3.682926829268293
892,642,3.574766355140187
893,780,3.8525641025641026
894,4844,2.753509496284063
895,2467,3.939197405755979
896,30593,3.429313895335534
897,12356,3.2765458077047587
898,1226,3.062805872756933
899,189,3.497354497354497
900,11177,3.9320926903462468
901,591,3.6717428087986463
902,600,2.365
903,108,3.175925925925926
904,198,2.4545454545454546
905,146,2.0
906,856,3.417056074766355
907,4900,4.0161224489795915
908,11038,4.191339010690342
909,338,3.026627218934911
910,136,3.161764705882353
911,539,2.9591836734693877
912,322,3.152173913043478
913,168,3.375
914,122,3.057377049180328
915,43,2.8372093023255816
916,442,3.588235294117647
917,112,3.544642857142857
918,7574,3.9177449168207024
919,10834,3.226416835887022
920,113,2.4601769911504423
921,785,3.3299363057324842
922,203,2.8669950738916254
923,113,3.415929203539823
924,93,2.795698924731183
925,729,3.6419753086419755
926,109,2.1926605504587156
927,217,3.4516129032258065
928,343,2.705539358600583
929,908,3.4229074889867843
930,638,3.1865203761755487
931,1809,3.0541735765616362
932,153,2.2941176470588234
933,263,4.0494296577946765
934,1366,3.3931185944363103
935,726,4.24793388429752
936,169,3.088757396449704
937,23691,3.7195981596386813
938,180,1.9944444444444445
939,161,3.888198757763975
940,18464,3.68073006932409
941,161,2.1614906832298137
942,3254,3.0190534726490474
943,1753,3.941814033086138
944,89,2.6741573033707864
945,113,3.017699115044248
946,141,2.482269503546099
947,1026,3.658869395711501
948,136,2.7426470588235294
949,1676,3.3711217183770885
950,91,2.5714285714285716
951,332,3.5120481927710845
952,2410,3.9846473029045644
953,7000,3.4132857142857143
954,8089,3.3259982692545433
955,264,3.1893939393939394
956,3037,2.575567994731643
957,615,3.6731707317073172
958,264,3.617424242424242
959,194,2.9536082474226806
960,1072,3.474813432835821
961,2370,3.5405063291139243
962,21284,3.0910543130990416
963,37310,3.8853390511927097
964,2876,3.6776773296244785
965,324,3.567901234567901
966,196,3.2857142857142856
967,866,3.596997690531178
968,107,2.6542056074766354
969,132,2.053030303030303
970,203,3.019704433497537
971,3137,3.8087344596748487
972,228,3.6184210526315788
973,225,3.64
974,626,3.6166134185303513
975,130,2.0
976,166,3.6566265060240966
977,2076,2.7880539499036607
978,2255,3.3286031042128603
979,128,2.9375
980,1227,3.6267318663406685
981,314,3.031847133757962
982,1563,3.800383877159309
983,497,2.5010060362173037
984,1713,3.403385872737887
985,89999,3.629029211435683
986,3638,3.52693787795492
987,95,2.8210526315789473
988,1839,3.7629146275149536
989,18298,3.0509891791452617
990,2958,3.7714672075726843
991,359,3.6545961002785514
992,6210,3.9344605475040257
993,3337,3.052142643092598
994,13253,3.2199501999547273
995,104,1.7211538461538463
996,11858,4.031539888682746
997,302,3.251655629139073
998,446,3.3161434977578477
999,1156,2.7275086505190314
1000,760,3.2842105263157895
1001,6204,3.3172147001934236
1002,152,3.4473684210526314
1003,59,2.305084745762712
1004,1309,3.0542398777692896
1005,536,3.0391791044776117
1006,925,4.033513513513514
1007,106,3.2547169811320753
1008,970,3.8051546391752575
1009,127,2.952755905511811
1010,142,2.964788732394366
1011,8027,3.2942568830198082
1012,7497,3.6031746031746033
1013,254,3.421259842519685
1014,258,2.7635658914728682
1015,870,3.863218390804598
1016,103,2.2135922330097086
1017,1499,4.1921280853902605
1018,383,3.2506527415143602
1019,138,2.4420289855072466
1020,20762,4.285617955880936
1021,3439,3.7223029950567024
1022,3868,3.2864529472595656
1023,425,3.1411764705882352
1024,861,3.480836236933798
1025,316,3.0221518987341773
1026,7688,3.4066077003121746
1027,19960,3.4254008016032063
1028,105,2.8285714285714287
1029,833,2.9327731092436973
1030,170,3.1705882352941175
1031,1450,3.98
1032,3782,3.8384452670544684
1033,1016,2.6811023622047245
1034,116,2.4913793103448274
1035,17696,3.4935578661844486
1036,210,3.3476190476190477
1037,1054,2.846299810246679
1038,305,3.5278688524590165
1039,1621,3.297347316471314
1040,251,3.50996015936255
1041,1021,3.7316356513222333
1042,722,3.3282548476454292
1043,4847,3.294202599546111
1044,2997,3.447113780447114
1045,2582,3.5557707203718047
1046,40744,3.3701158452778324
1047,2617,3.6442491402369126
1048,804,2.986318407960199
1049,559,2.695885509838998
1050,14149,3.73800268570217
1051,1430,3.335664335664336
1052,137,3.1094890510948905
1053,80,2.5375
1054,116,2.5344827586206895
1055,1817,3.330214639515685
1056,254,3.1377952755905514
1057,178,3.5
1058,5439,3.7512410369553226
1059,181,1.8176795580110496
1060,8135,2.9382913337430856
1061,1003,3.534396809571286
1062,641,3.0873634945397814
1063,418,3.215311004784689
1064,95,2.905263157894737
1065,335,2.5134328358208955
1066,34941,3.7582782404624937
1067,1364,3.3870967741935485
1068,6282,3.32266794014645
1069,836,3.944976076555024
1070,341,2.844574780058651
1071,248,2.4798387096774195
1072,389,4.3984575835475574
1073,59518,4.070785308646124
1074,2328,3.7259450171821307
1075,5829,3.045977011494253
1076,475,3.789473684210526
1077,614,3.5977198697068404
1078,331,2.5861027190332324
1079,313,3.281150159744409
1080,3944,2.93737322515213
1081,177,2.6610169491525424
1082,161,2.770186335403727
1083,349,3.020057306590258
1084,1701,3.810111699000588
